200, 2, 1, 1, True,0.100000, 0.200000, 1.000000, 0.118381, 274
200, 2, 1, 1, True,0.100000, 0.300000, 0.900000, 0.138444, 274
200, 2, 1, 1, True,0.100000, 0.400000, 0.900000, 0.157345, 274
200, 4, 1, 2, True,0.100000, 0.200000, 1.000000, 0.118500, 274
200, 4, 1, 2, True,0.100000, 0.300000, 1.000000, 0.139627, 274
200, 4, 1, 2, True,0.100000, 0.400000, 0.750000, 0.163589, 274
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.123270, 274
200, 8, 1, 3, True,0.100000, 0.300000, 1.000000, 0.139041, 274
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.162156, 274
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.122105, 274
200, 8, 1, 4, True,0.100000, 0.300000, 1.000000, 0.133296, 274
200, 8, 1, 4, True,0.100000, 0.400000, 0.850000, 0.165667, 274
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.114709, 2
200, 8, 1, 3, True,0.100000, 0.300000, 0.900000, 0.130904, 2
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.153618, 2
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.123555, 2
200, 8, 1, 4, True,0.100000, 0.300000, 0.950000, 0.138292, 2
200, 8, 1, 4, True,0.100000, 0.400000, 0.900000, 0.162083, 2
200, 8, 1, 3, True,0.100000, 0.200000, 0.950000, 0.121906, 962
200, 8, 1, 3, True,0.100000, 0.300000, 0.950000, 0.131055, 962
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.158475, 962
200, 2, 1, 1, True,0.100000, 0.200000, 0.900000, 0.127699, 2
200, 2, 1, 1, True,0.100000, 0.300000, 0.850000, 0.154811, 2
200, 2, 1, 1, True,0.100000, 0.400000, 0.800000, 0.174434, 2
200, 4, 1, 2, True,0.100000, 0.200000, 0.950000, 0.132136, 2
200, 4, 1, 2, True,0.100000, 0.300000, 0.850000, 0.161671, 2
200, 4, 1, 2, True,0.100000, 0.400000, 0.750000, 0.191411, 2
200, 2, 1, 1, True,0.100000, 0.200000, 1.000000, 0.115940, 962
200, 2, 1, 1, True,0.100000, 0.300000, 0.950000, 0.128770, 962
200, 2, 1, 1, True,0.100000, 0.400000, 0.850000, 0.162316, 962
200, 4, 1, 2, True,0.100000, 0.200000, 0.950000, 0.114148, 962
200, 4, 1, 2, True,0.100000, 0.300000, 0.950000, 0.131199, 962
200, 4, 1, 2, True,0.100000, 0.400000, 0.900000, 0.147565, 962
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.127301, 962
200, 8, 1, 4, True,0.100000, 0.300000, 0.950000, 0.148412, 962
200, 8, 1, 4, True,0.100000, 0.400000, 0.800000, 0.184252, 962
200, 2, 1, 1, True,0.100000, 0.200000, 0.950000, 0.131719, 238
200, 2, 1, 1, True,0.100000, 0.300000, 0.950000, 0.151873, 238
200, 2, 1, 1, True,0.100000, 0.400000, 0.800000, 0.186536, 238
200, 4, 1, 2, True,0.100000, 0.200000, 1.000000, 0.117251, 238
200, 4, 1, 2, True,0.100000, 0.300000, 0.900000, 0.139666, 238
200, 4, 1, 2, True,0.100000, 0.400000, 0.800000, 0.171407, 238
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.119057, 238
200, 8, 1, 3, True,0.100000, 0.300000, 0.900000, 0.138527, 238
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.162712, 238
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.108583, 238
200, 8, 1, 4, True,0.100000, 0.300000, 0.900000, 0.135047, 238
200, 8, 1, 4, True,0.100000, 0.400000, 0.900000, 0.166146, 238
200, 2, 1, 1, True,0.100000, 0.200000, 1.000000, 0.129006, 589
200, 2, 1, 1, True,0.100000, 0.300000, 0.950000, 0.144540, 589
200, 2, 1, 1, True,0.100000, 0.400000, 0.900000, 0.176717, 589
200, 4, 1, 2, True,0.100000, 0.200000, 1.000000, 0.130165, 589
200, 4, 1, 2, True,0.100000, 0.300000, 0.900000, 0.147073, 589
200, 4, 1, 2, True,0.100000, 0.400000, 0.850000, 0.168153, 589
200, 8, 1, 3, True,0.100000, 0.200000, 1.000000, 0.112522, 589
200, 8, 1, 3, True,0.100000, 0.300000, 0.950000, 0.130189, 589
200, 8, 1, 3, True,0.100000, 0.400000, 0.900000, 0.157218, 589
200, 8, 1, 4, True,0.100000, 0.200000, 1.000000, 0.117237, 589
200, 8, 1, 4, True,0.100000, 0.300000, 1.000000, 0.132820, 589
200, 8, 1, 4, True,0.100000, 0.400000, 0.900000, 0.148518, 589
200, 2, 1, 1, True,0.100000, 0.500000, 0.800000, 0.197068, 274
200, 4, 1, 2, True,0.100000, 0.500000, 0.700000, 0.189486, 274
200, 8, 1, 3, True,0.100000, 0.500000, 0.850000, 0.192956, 274
200, 8, 1, 4, True,0.100000, 0.500000, 0.800000, 0.205563, 274
200, 2, 1, 1, True,0.100000, 0.500000, 0.700000, 0.181200, 2
200, 4, 1, 2, True,0.100000, 0.500000, 0.700000, 0.218818, 2
200, 8, 1, 3, True,0.100000, 0.500000, 0.850000, 0.170111, 2
200, 8, 1, 4, True,0.100000, 0.500000, 0.850000, 0.177862, 2
200, 2, 1, 1, True,0.100000, 0.500000, 0.800000, 0.197663, 962
200, 4, 1, 2, True,0.100000, 0.500000, 0.800000, 0.180446, 962
200, 8, 1, 3, True,0.100000, 0.500000, 0.750000, 0.186658, 962
200, 8, 1, 4, True,0.100000, 0.500000, 0.600000, 0.219438, 962
200, 2, 1, 1, True,0.100000, 0.500000, 0.750000, 0.196571, 238
200, 4, 1, 2, True,0.100000, 0.500000, 0.650000, 0.199857, 238
200, 8, 1, 3, True,0.100000, 0.500000, 0.800000, 0.194077, 238
200, 8, 1, 4, True,0.100000, 0.500000, 0.800000, 0.200727, 238
200, 2, 1, 1, True,0.100000, 0.500000, 0.650000, 0.236229, 589
200, 4, 1, 2, True,0.100000, 0.500000, 0.650000, 0.217754, 589
200, 8, 1, 3, True,0.100000, 0.500000, 0.700000, 0.192891, 589
200, 8, 1, 4, True,0.100000, 0.500000, 0.800000, 0.187907, 589
